,EPS,DPS,NTA,Revenue,P/L,Quarter,Q Date,Financial Date,Announced,Net%,Report,ticker
52,7.01,15.0,5.07,"18,015k","5,244k",4,2007-03-31,2007-03-31,2007-05-30,90.2%,View,2305
53,1.15,0.0,4.99,"9,917k",863k,3,2006-12-31,2007-03-31,2007-02-28,89.5%,View,2305
54,13.84,10.0,4.98,"44,240k","10,364k",2,2006-09-30,2007-03-31,2006-11-28,675.7%,View,2305
55,5.79,0.0,4.93,"24,340k","4,333k",1,2006-06-30,2007-03-31,2006-08-29,13.3%,View,2305
56,71.2,10.0,4.87,"37,040k","53,295k",4,2006-03-31,2006-03-31,2006-05-25,3293.2%,View,2305
57,11.03,0.0,3.78,"4,720k","8,255k",3,2005-12-31,2006-03-31,2006-02-27,27.9%,View,2305
58,1.78,0.0,3.67,"3,272k","1,336k",2,2005-09-30,2006-03-31,2005-11-28,69.4%,View,2305
59,5.11,0.0,3.72,"3,882k","3,823k",1,2005-06-30,2006-03-31,2005-08-23,25.7%,View,2305
60,-2.23,8.0,3.67,"4,521k","-1,669k",4,2005-03-31,2005-03-31,2005-05-30,3873.8%,View,2305
61,8.62,0.0,3.69,"7,752k","6,456k",3,2004-12-31,2005-03-31,2005-02-28,75.3%,View,2305
62,5.83,0.0,3.6,"6,743k","4,366k",2,2004-09-30,2005-03-31,2004-11-23,13%,View,2305
63,4.06,0.0,3.61,"7,070k","3,042k",1,2004-06-30,2005-03-31,2004-08-17,8.5%,View,2305
64,-0.06,7.5,3.56,"5,286k",-42k,4,2004-03-31,2004-03-31,2004-05-13,102.4%,View,2305
65,4.92,0.0,3.57,"4,658k","3,682k",3,2003-12-31,2004-03-31,2004-02-26,22.8%,View,2305
66,6.7,0.0,3.52,633k,"5,017k",2,2003-09-30,2004-03-31,2003-11-20,48.8%,View,2305
67,4.44,0.0,3.5,523k,"3,325k",1,2003-06-30,2004-03-31,2003-08-28,160.4%,View,2305
68,2.34,5.0,3.46,"1,679k","1,754k",4,2003-03-31,2003-03-31,2003-05-28,115.5%,View,2305
69,4.01,0.0,3.43,369k,"2,998k",3,2002-12-31,2003-03-31,2003-02-24,3.7%,View,2305
70,4.5,0.0,3.39,"1,466k","3,372k",2,2002-09-30,2003-03-31,2002-11-29,130.8%,View,2305
0,4.07,15.0,13.94,"3,933,221k","16,020k",2,2020-03-31,2020-09-30,2020-05-27,79.8%,View,1899
1,26.36,0.0,14.32,"4,206,104k","103,432k",1,2019-12-31,2020-09-30,2020-02-17,24.3%,View,1899
2,24.38,0.0,14.43,"3,922,332k","96,701k",4,2019-09-30,2019-09-30,2019-11-19,25.2%,View,1899
3,12.79,0.0,14.55,"3,824,675k","50,826k",3,2019-06-30,2019-09-30,2019-08-20,52.3%,View,1899
4,19.92,15.0,14.6,"4,079,585k","79,288k",2,2019-03-31,2019-09-30,2019-05-15,41.7%,View,1899
5,34.19,0.0,15.79,"4,218,999k","136,667k",1,2018-12-31,2019-09-30,2019-02-18,9.6%,View,1899
6,17.75,0.0,16.44,"4,322,368k","71,237k",4,2018-09-30,2018-09-30,2018-11-14,50.9%,View,1899
7,26.55,0.0,16.18,"4,472,625k","106,588k",3,2018-06-30,2018-09-30,2018-08-14,32%,View,1899
8,27.32,15.0,15.87,"4,829,718k","109,752k",2,2018-03-31,2018-09-30,2018-05-16,32.8%,View,1899
9,44.21,0.0,16.49,"5,341,646k","177,899k",1,2017-12-31,2018-09-30,2018-02-12,9.9%,View,1899
10,35.88,45.0,16.63,"5,301,592k","145,009k",4,2017-09-30,2017-09-30,2017-11-22,25.5%,View,1899
11,19.97,0.0,16.35,"5,012,875k","80,779k",3,2017-06-30,2017-09-30,2017-08-15,45.6%,View,1899
12,40.34,15.0,16.38,"5,603,935k","163,315k",2,2017-03-31,2017-09-30,2017-05-22,72.9%,View,1899
13,48.77,0.0,15.93,"5,629,920k","197,543k",1,2016-12-31,2017-09-30,2017-02-14,49%,View,1899
14,48.0,40.0,15.01,"4,661,089k","194,734k",4,2016-09-30,2016-09-30,2016-11-16,68.8%,View,1899
15,36.58,0.0,14.18,"4,043,453k","148,473k",3,2016-06-30,2016-09-30,2016-08-17,12.8%,View,1899
16,23.26,15.0,14.08,"3,814,450k","94,435k",2,2016-03-31,2016-09-30,2016-05-16,21.9%,View,1899
17,95.38,0.0,14.63,"4,450,259k","387,526k",1,2015-12-31,2016-09-30,2016-02-17,231.3%,View,1899
18,28.3,35.0,13.8,"4,042,003k","115,332k",4,2015-09-30,2015-09-30,2015-11-18,27%,View,1899
19,32.28,0.0,12.69,"3,639,128k","131,662k",3,2015-06-30,2015-09-30,2015-08-19,19.1%,View,1899
20,29.62,15.0,12.16,"3,159,630k","120,892k",2,2015-03-31,2015-09-30,2015-05-20,25.9%,View,1899
21,28.63,0.0,11.92,"3,214,547k","116,954k",1,2014-12-31,2015-09-30,2015-02-16,25.5%,View,1899
22,22.09,45.0,11.33,"2,870,040k","90,829k",4,2014-09-30,2014-09-30,2014-11-19,27.6%,View,1899
23,26.85,0.0,11.33,"3,019,475k","110,528k",3,2014-06-30,2014-09-30,2014-08-20,0%,View,1899
24,39.53,15.0,11.6,"3,023,312k","163,217k",2,2014-03-31,2014-09-30,2014-05-21,49.9%,View,1899
25,37.95,0.0,11.4,"2,586,837k","156,972k",1,2013-12-31,2014-09-30,2014-02-19,13%,View,1899
26,30.2,40.0,9.62,"99,652k","125,385k",4,2013-09-30,2013-09-30,2013-11-20,39.2%,View,1899
27,26.61,0.0,9.23,"88,276k","110,513k",3,2013-06-30,2013-09-30,2013-08-20,7.2%,View,1899
28,26.21,15.0,9.17,"83,800k","108,918k",2,2013-03-31,2013-09-30,2013-05-22,2.8%,View,1899
29,33.39,0.0,9.37,"90,297k","138,893k",1,2012-12-31,2013-09-30,2013-02-20,17.4%,View,1899
30,49.5,50.0,8.96,"86,707k","206,352k",4,2012-09-30,2012-09-30,2012-11-21,12.5%,View,1899
31,28.57,0.0,8.58,"82,500k","119,090k",3,2012-06-30,2012-09-30,2012-08-29,43.4%,View,1899
32,26.88,15.0,8.8,"83,053k","112,060k",2,2012-03-31,2012-09-30,2012-05-24,39.3%,View,1899
33,40.34,0.0,9.12,"84,281k","168,185k",1,2011-12-31,2012-09-30,2012-02-22,13.4%,View,1899
34,56.44,80.0,8.8,"74,253k","235,962k",4,2011-09-30,2011-09-30,2011-11-23,59.2%,View,1899
35,50.33,0.0,8.44,"72,941k","210,537k",3,2011-06-30,2011-09-30,2011-08-16,4.7%,View,1899
36,44.12,15.0,7.91,"69,776k","184,665k",2,2011-03-31,2011-09-30,2011-05-25,80.6%,View,1899
37,35.41,0.0,7.98,"66,170k","148,304k",1,2010-12-31,2011-09-30,2011-02-23,28%,View,1899
38,35.05,50.0,7.47,"57,263k","148,212k",4,2010-09-30,2010-09-30,2010-11-29,39.5%,View,1899
39,47.43,0.0,7.33,"55,324k","201,116k",3,2010-06-30,2010-09-30,2010-08-18,97.5%,View,1899
40,24.04,15.0,7.07,"55,470k","102,260k",2,2010-03-31,2010-09-30,2010-05-26,19.8%,View,1899
41,27.22,0.0,7.22,"56,369k","115,864k",1,2009-12-31,2010-09-30,2010-02-24,164%,View,1899
42,24.93,30.0,6.94,"55,922k","106,268k",4,2009-09-30,2009-09-30,2009-11-24,18.2%,View,1899
43,23.88,0.0,6.6,"61,751k","101,829k",3,2009-06-30,2009-09-30,2009-08-26,15.8%,View,1899
44,20.01,10.0,6.35,"50,617k","85,355k",2,2009-03-31,2009-09-30,2009-05-27,25.2%,View,1899
45,10.29,0.0,6.61,"69,858k","43,896k",1,2008-12-31,2009-09-30,2009-02-18,68.8%,View,1899
46,30.13,49.0,6.66,"95,609k","129,930k",4,2008-09-30,2008-09-30,2008-11-21,0.4%,View,1899
47,28.01,0.0,6.34,"72,418k","120,953k",3,2008-06-30,2008-09-30,2008-08-18,62.7%,View,1899
48,26.41,15.0,6.12,"60,989k","114,073k",2,2008-03-31,2008-09-30,2008-05-21,79.4%,View,1899
49,32.52,0.0,6.15,"55,071k","140,583k",1,2007-12-31,2008-09-30,2008-02-20,75.5%,View,1899
50,30.09,40.0,5.91,"54,598k","130,400k",4,2007-09-30,2007-09-30,2007-11-20,119.2%,View,1899
51,17.15,0.0,5.61,"52,830k","74,337k",3,2007-06-30,2007-09-30,2007-08-22,33.7%,View,1899
52,14.66,10.0,5.5,"53,598k","63,576k",2,2007-03-31,2007-09-30,2007-05-23,62.6%,View,1899
53,27.7,0.0,8.63,"58,216k","80,100k",1,2006-12-31,2007-09-30,2007-02-14,28.7%,View,1899
54,20.57,43.0,8.07,"70,281k","59,478k",4,2006-09-30,2006-09-30,2006-11-22,5.9%,View,1899
55,19.23,0.0,7.84,"51,060k","55,610k",3,2006-06-30,2006-09-30,2006-08-23,12.9%,View,1899
56,13.52,12.0,7.97,"53,771k","39,104k",2,2006-03-31,2006-09-30,2006-05-24,7%,View,1899
57,38.85,0.0,8.13,"56,746k","112,330k",1,2005-12-31,2006-09-30,2006-02-22,38.7%,View,1899
58,20.91,34.0,7.35,"60,480k","60,453k",4,2005-09-30,2005-09-30,2005-11-23,18.4%,View,1899
59,16.99,0.0,7.17,"52,317k","49,129k",3,2005-06-30,2005-09-30,2005-08-30,7.1%,View,1899
60,11.9,6.0,7.07,"49,443k","34,405k",2,2005-03-31,2005-09-30,2005-05-18,31.8%,View,1899
61,28.04,0.0,7.15,"50,789k","81,075k",1,2004-12-31,2005-09-30,2005-02-23,34.7%,View,1899
62,17.65,25.0,6.84,"40,953k","51,038k",4,2004-09-30,2004-09-30,2004-11-22,18.5%,View,1899
63,15.87,0.0,6.68,"40,686k","45,891k",3,2004-06-30,2004-09-30,2004-08-25,4.6%,View,1899
64,17.43,5.0,6.65,"36,883k","50,411k",2,2004-03-31,2004-09-30,2004-05-17,44.2%,View,1899
65,20.81,0.0,6.62,"40,428k","60,183k",1,2003-12-31,2004-09-30,2004-02-18,5.2%,View,1899
66,17.01,19.0,6.37,"38,499k","49,193k",4,2003-09-30,2003-09-30,2003-11-21,62.8%,View,1899
67,15.18,0.0,6.14,"37,676k","43,893k",3,2003-06-30,2003-09-30,2003-08-18,53.5%,View,1899
68,12.09,6.0,6.03,"34,682k","34,967k",2,2003-03-31,2003-09-30,2003-05-16,37%,View,1899
69,22.0,0.0,6.05,"40,507k","63,458k",1,2002-12-31,2003-09-30,2003-02-26,69.8%,View,1899
70,13.4,19.0,5.9,"38,160k","38,593k",4,2002-09-30,2002-09-30,2002-11-27,220.9%,View,1899
0,0.67,0.0,1.04,"51,875k",733k,3,2020-01-31,2020-04-30,2020-03-26,20.4%,View,7199
1,0.91,0.0,1.04,"55,406k",986k,2,2019-10-31,2020-04-30,2019-12-13,21.6%,View,7199
2,0.91,0.0,1.03,"58,834k",996k,1,2019-07-31,2020-04-30,2019-09-25,22.3%,View,7199
3,0.76,1.0,1.02,"56,564k",833k,4,2019-04-30,2019-04-30,2019-06-28,162.8%,View,7199
4,0.56,0.0,1.02,"56,946k",609k,3,2019-01-31,2019-04-30,2019-03-28,192.8%,View,7199
5,0.74,0.0,1.02,"61,939k",811k,2,2018-10-31,2019-04-30,2018-12-13,32.5%,View,7199
6,1.18,0.0,0.98,"59,895k","1,282k",1,2018-07-31,2019-04-30,2018-09-28,13.4%,View,7199
7,0.29,1.0,0.97,"56,307k",317k,4,2018-04-30,2018-04-30,2018-06-29,80.9%,View,7199
8,-0.6,0.0,0.97,"59,845k",-656k,3,2018-01-31,2018-04-30,2018-03-23,134.1%,View,7199
9,0.62,0.0,1.09,"62,445k",612k,2,2017-10-31,2018-04-30,2017-12-13,66.4%,View,7199
10,1.49,0.0,1.1,"59,725k","1,480k",1,2017-07-31,2018-04-30,2017-09-25,10.4%,View,7199
11,1.67,1.5,1.09,"55,558k","1,657k",4,2017-04-30,2017-04-30,2017-06-23,391.7%,View,7199
12,1.94,0.0,1.08,"53,024k","1,922k",3,2017-01-31,2017-04-30,2017-03-17,49.8%,View,7199
13,1.84,0.0,1.07,"57,006k","1,819k",2,2016-10-31,2017-04-30,2016-12-09,40.3%,View,7199
14,1.67,0.0,1.04,"54,397k","1,652k",1,2016-07-31,2017-04-30,2016-09-30,21.7%,View,7199
15,0.34,1.5,1.01,"48,824k",337k,4,2016-04-30,2016-04-30,2016-06-24,67.3%,View,7199
16,3.87,0.0,1.03,"58,813k","3,828k",3,2016-01-31,2016-04-30,2016-03-16,468%,View,7199
17,3.08,0.0,1.01,"59,332k","3,047k",2,2015-10-31,2016-04-30,2015-12-16,469.5%,View,7199
18,2.13,0.0,0.95,"50,010k","2,111k",1,2015-07-31,2016-04-30,2015-09-30,34.7%,View,7199
19,1.04,1.0,0.92,"50,103k","1,031k",4,2015-04-30,2015-04-30,2015-06-29,274.5%,View,7199
20,0.68,0.0,0.91,"46,147k",674k,3,2015-01-31,2015-04-30,2015-03-27,44.9%,View,7199
21,0.54,0.0,0.9,"48,930k",535k,2,2014-10-31,2015-04-30,2014-12-16,24.9%,View,7199
22,1.58,0.0,0.89,"48,455k","1,567k",1,2014-07-31,2015-04-30,2014-09-26,924.7%,View,7199
23,-0.6,1.0,0.88,"40,726k",-591k,4,2014-04-30,2014-04-30,2014-06-27,58.2%,View,7199
24,1.24,0.0,0.89,"39,461k","1,224k",3,2014-01-31,2014-04-30,2014-03-28,237.2%,View,7199
25,0.72,0.0,0.88,"41,046k",712k,2,2013-10-31,2014-04-30,2013-12-18,403%,View,7199
26,-0.19,0.0,0.88,"38,580k",-190k,1,2013-07-31,2014-04-30,2013-09-27,255.7%,View,7199
27,-1.43,1.0,0.87,"34,300k","-1,415k",4,2013-04-30,2013-04-30,2013-06-20,580.3%,View,7199
28,0.37,0.0,0.89,"38,508k",363k,3,2013-01-31,2013-04-30,2013-03-22,224.3%,View,7199
29,-0.24,0.0,0.89,"38,403k",-235k,2,2012-10-31,2013-04-30,2012-12-18,107.5%,View,7199
30,0.12,0.0,0.89,"38,357k",122k,1,2012-07-31,2013-04-30,2012-09-27,96.4%,View,7199
31,-0.21,1.0,0.89,"37,184k",-208k,4,2012-04-30,2012-04-30,2012-06-29,108.8%,View,7199
32,-0.29,0.0,0.89,"37,990k",-292k,3,2012-01-31,2012-04-30,2012-03-23,118.8%,View,7199
33,3.18,0.0,0.92,"44,820k","3,149k",2,2011-10-31,2012-04-30,2011-12-16,18%,View,7199
34,3.46,0.0,0.89,"46,222k","3,428k",1,2011-07-31,2012-04-30,2011-09-28,37.9%,View,7199
35,2.39,2.0,0.85,"41,650k","2,370k",4,2011-04-30,2011-04-30,2011-06-24,42.5%,View,7199
36,1.57,0.0,0.83,"41,316k","1,556k",3,2011-01-31,2011-04-30,2011-03-25,17%,View,7199
37,2.7,0.0,0.84,"41,300k","2,669k",2,2010-10-31,2011-04-30,2010-12-14,16.1%,View,7199
38,2.51,0.0,0.81,"40,168k","2,486k",1,2010-07-31,2011-04-30,2010-09-24,44.2%,View,7199
39,1.68,2.0,0.79,"38,805k","1,663k",4,2010-04-30,2010-04-30,2010-06-25,230%,View,7199
40,1.34,0.0,0.77,"37,593k","1,330k",3,2010-01-31,2010-04-30,2010-03-25,210.7%,View,7199
41,2.32,0.0,0.78,"37,355k","2,298k",2,2009-10-31,2010-04-30,2009-12-10,3.7%,View,7199
42,1.74,0.0,0.75,"30,663k","1,724k",1,2009-07-31,2010-04-30,2009-09-28,1.8%,View,7199
43,0.51,1.5,0.74,"29,002k",504k,4,2009-04-30,2009-04-30,2009-06-26,63.1%,View,7199
44,0.43,0.0,0.73,"37,154k",428k,3,2009-01-31,2009-04-30,2009-03-24,3.4%,View,7199
45,2.24,0.0,0.74,"44,462k","2,217k",2,2008-10-31,2009-04-30,2008-12-15,15.8%,View,7199
46,1.77,0.0,0.71,"40,229k","1,755k",1,2008-07-31,2009-04-30,2008-09-24,17.5%,View,7199
47,1.38,1.5,0.7,"34,184k","1,366k",4,2008-04-30,2008-04-30,2008-06-27,78.3%,View,7199
48,0.45,0.0,0.68,"35,911k",443k,3,2008-01-31,2008-04-30,2008-03-24,47.3%,View,7199
49,2.66,0.0,0.69,"40,146k","2,632k",2,2007-10-31,2008-04-30,2007-12-10,44.3%,View,7199
50,1.51,0.0,0.67,"32,272k","1,494k",1,2007-07-31,2008-04-30,2007-09-26,7.4%,View,7199
51,0.81,1.5,0.65,"30,101k",797k,4,2007-04-30,2007-04-30,2007-06-28,542.8%,View,7199
52,0.85,0.0,0.64,"30,178k",840k,3,2007-01-31,2007-04-30,2007-03-22,95.3%,View,7199
53,1.84,0.0,0.64,"28,440k","1,824k",2,2006-10-31,2007-04-30,2006-12-20,178.9%,View,7199
54,1.63,0.0,0.62,"33,455k","1,613k",1,2006-07-31,2007-04-30,2006-09-26,59.5%,View,7199
55,-0.18,1.0,0.6,"28,065k",-180k,4,2006-04-30,2006-04-30,2006-06-22,112.7%,View,7199
56,0.43,0.0,0.63,"29,683k",430k,3,2006-01-31,2006-04-30,2006-03-24,83%,View,7199
57,0.66,0.0,0.59,"33,431k",654k,2,2005-10-31,2006-04-30,2005-12-16,59.3%,View,7199
58,1.02,0.0,0.58,"34,752k","1,011k",1,2005-07-31,2006-04-30,2005-09-22,58.7%,View,7199
59,1.95,2.0,0.61,"34,275k","1,419k",4,2005-04-30,2005-04-30,2005-06-23,0%,View,7199
60,3.94,0.0,0.59,"32,071k","2,533k",3,2005-01-31,2005-04-30,2005-04-04,0%,View,7199
61,3.43,0.0,0.57,"35,256k","1,607k",2,2004-10-31,2005-04-30,2004-12-06,0%,View,7199
62,2.69,0.0,0.56,"30,907k","2,106k",1,2004-07-31,2005-04-30,2004-10-04,0%,View,7199
0,30.62,0.0,3.61,"82,457k","12,265k",1,2020-03-31,2020-12-31,2020-05-29,2104.1%,View,7062
1,1.31,0.0,3.3,"92,545k",524k,4,2019-12-31,2019-12-31,2020-02-28,415.7%,View,7062
2,0.76,0.0,3.29,"92,585k",304k,3,2019-09-30,2019-12-31,2019-11-20,70.2%,View,7062
3,4.11,0.0,3.29,"100,305k","1,645k",2,2019-06-30,2019-12-31,2019-08-22,10.5%,View,7062
4,-1.53,0.0,3.23,"77,767k",-612k,1,2019-03-31,2019-12-31,2019-05-24,45.1%,View,7062
5,-0.41,0.0,3.25,"86,960k",-166k,4,2018-12-31,2018-12-31,2019-02-26,128.8%,View,7062
6,2.55,0.0,3.26,"97,046k","1,021k",3,2018-09-30,2018-12-31,2018-11-23,368.3%,View,7062
7,4.59,0.0,3.21,"89,255k","1,837k",2,2018-06-30,2018-12-31,2018-08-28,66.8%,View,7062
8,-2.78,0.0,3.15,"75,437k","-1,114k",1,2018-03-31,2018-12-31,2018-05-28,267.7%,View,7062
9,1.44,1.0,3.21,"78,952k",577k,4,2017-12-31,2017-12-31,2018-02-27,52%,View,7062
10,0.54,0.0,3.23,"79,477k",218k,3,2017-09-30,2017-12-31,2017-11-24,87.6%,View,7062
11,2.75,0.0,3.24,"90,436k","1,101k",2,2017-06-30,2017-12-31,2017-08-23,79.7%,View,7062
12,-0.76,0.0,3.23,"82,215k",-303k,1,2017-03-31,2017-12-31,2017-05-24,121.6%,View,7062
13,3.0,0.0,3.22,"83,527k","1,201k",4,2016-12-31,2016-12-31,2017-02-22,11.3%,View,7062
14,4.4,10.0,3.26,"84,213k","1,764k",3,2016-09-30,2016-12-31,2016-11-24,14.5%,View,7062
15,13.52,0.0,3.19,"104,575k","5,415k",2,2016-06-30,2016-12-31,2016-08-24,65.8%,View,7062
16,3.51,0.0,3.03,"83,977k","1,406k",1,2016-03-31,2016-12-31,2016-05-20,380.1%,View,7062
17,3.38,0.0,3.05,"90,153k","1,353k",4,2015-12-31,2015-12-31,2016-02-25,55.9%,View,7062
18,5.15,7.0,3.13,"86,208k","2,063k",3,2015-09-30,2015-12-31,2015-11-25,29.8%,View,7062
19,8.15,0.0,2.95,"87,278k","3,265k",2,2015-06-30,2015-12-31,2015-08-25,31.8%,View,7062
20,-1.25,0.0,2.84,"74,129k",-502k,1,2015-03-31,2015-12-31,2015-05-20,136.6%,View,7062
21,7.66,0.0,2.83,"79,069k","3,067k",4,2014-12-31,2014-12-31,2015-02-26,3.2%,View,7062
22,7.34,10.0,2.82,"82,159k","2,939k",3,2014-09-30,2014-12-31,2014-11-20,39.2%,View,7062
23,11.94,0.0,2.74,"89,254k","4,784k",2,2014-06-30,2014-12-31,2014-08-26,25.5%,View,7062
24,3.42,0.0,2.63,"68,569k","1,372k",1,2014-03-31,2014-12-31,2014-05-15,24.2%,View,7062
25,7.94,0.0,2.6,"80,578k","3,180k",4,2013-12-31,2013-12-31,2014-02-26,18.7%,View,7062
26,12.06,10.0,2.51,"86,913k","4,832k",3,2013-09-30,2013-12-31,2013-11-14,112.9%,View,7062
27,16.04,0.0,2.47,"96,205k","6,425k",2,2013-06-30,2013-12-31,2013-08-15,109.9%,View,7062
28,4.52,0.0,2.31,"61,339k","1,810k",1,2013-03-31,2013-12-31,2013-05-14,32.7%,View,7062
29,9.76,6.0,2.27,"76,871k","3,911k",4,2012-12-31,2012-12-31,2013-02-26,329.8%,View,7062
30,5.67,0.0,2.22,"76,031k","2,270k",3,2012-09-30,2012-12-31,2012-10-23,81.5%,View,7062
31,7.64,0.0,2.17,"80,782k","3,061k",2,2012-06-30,2012-12-31,2012-08-09,17.2%,View,7062
32,3.4,0.0,2.08,"54,907k","1,364k",1,2012-03-31,2012-12-31,2012-05-21,32%,View,7062
33,1.12,0.0,2.05,"53,276k",447k,4,2011-12-31,2011-12-31,2012-02-23,50%,View,7062
34,3.3,7.0,2.1,"56,167k","1,320k",3,2011-09-30,2011-12-31,2011-11-08,31.6%,View,7062
35,9.16,0.0,2.06,"62,350k","3,670k",2,2011-06-30,2011-12-31,2011-08-11,10.6%,View,7062
36,4.83,0.0,1.96,"70,057k","1,936k",1,2011-03-31,2011-12-31,2011-05-19,39.6%,View,7062
37,2.73,9.0,1.9151,"49,419k","1,095k",4,2010-12-31,2010-12-31,2011-02-22,42.9%,View,7062
38,4.82,0.0,1.9553,"50,776k","1,931k",3,2010-09-30,2010-12-31,2010-10-26,37.9%,View,7062
39,10.25,0.0,1.9123,"52,398k","4,106k",2,2010-06-30,2010-12-31,2010-07-29,76.6%,View,7062
40,3.46,0.0,1.8116,"43,432k","1,387k",1,2010-03-31,2010-12-31,2010-05-18,76.9%,View,7062
41,4.6,5.0,1.7869,"46,914k","1,841k",4,2009-12-31,2009-12-31,2010-02-25,7.5%,View,7062
42,7.77,0.0,1.7933,"53,215k","3,111k",3,2009-09-30,2009-12-31,2009-11-06,0.4%,View,7062
43,5.8,0.0,1.7173,"46,788k","2,325k",2,2009-06-30,2009-12-31,2009-07-31,4.9%,View,7062
44,1.96,0.0,1.7112,"36,684k",784k,1,2009-03-31,2009-12-31,2009-05-15,137.6%,View,7062
45,4.97,5.0,1.6882,"43,394k","1,990k",4,2008-12-31,2008-12-31,2009-02-26,40.3%,View,7062
46,7.8,0.0,1.6724,"55,698k","3,124k",3,2008-09-30,2008-12-31,2008-11-21,106.5%,View,7062
47,5.53,0.0,1.5909,"48,223k","2,216k",2,2008-06-30,2008-12-31,2008-08-19,30.6%,View,7062
48,0.82,0.0,1.533,"38,046k",330k,1,2008-03-31,2008-12-31,2008-05-21,185.1%,View,7062
49,3.54,0.0,1.5276,"44,453k","1,418k",4,2007-12-31,2007-12-31,2008-02-26,19.3%,View,7062
50,3.78,0.0,1.4953,"47,251k","1,513k",3,2007-09-30,2007-12-31,2007-11-20,181.8%,View,7062
51,4.24,0.0,1.4575,"39,691k","1,697k",2,2007-06-30,2007-12-31,2007-08-21,38.2%,View,7062
52,-0.97,0.0,1.4296,"28,286k",-388k,1,2007-03-31,2007-12-31,2007-05-22,44%,View,7062
53,4.45,3.0,1.4376,"40,209k","1,783k",4,2006-12-31,2006-12-31,2007-02-27,192.8%,View,7062
54,1.34,0.0,1.4149,"42,080k",537k,3,2006-09-30,2006-12-31,2006-11-21,21.8%,View,7062
55,3.07,0.0,1.4019,"38,387k","1,228k",2,2006-06-30,2006-12-31,2006-08-22,16.7%,View,7062
56,-1.73,0.0,1.3662,"31,670k",-552k,1,2006-03-31,2006-12-31,2006-06-14,25.5%,View,7062
57,1.52,5.0,1.2052,"43,542k",609k,4,2005-12-31,2005-12-31,2006-02-23,69.5%,View,7062
58,1.1,0.0,1.2609,"39,866k",441k,3,2005-09-30,2005-12-31,2005-11-23,12.2%,View,7062
59,3.68,0.0,1.2492,"41,119k","1,475k",2,2005-06-30,2005-12-31,2005-08-23,16.6%,View,7062
60,-1.86,0.0,1.2117,"31,339k",-745k,1,2005-03-31,2005-12-31,2005-05-17,435.6%,View,7062
61,4.98,6.0,1.2301,"39,606k","1,995k",4,2004-12-31,2004-12-31,2005-02-22,65%,View,7062
62,1.25,0.0,1.2231,"37,544k",502k,3,2004-09-30,2004-12-31,2004-11-29,8.4%,View,7062
63,3.16,0.0,1.2099,"40,849k","1,265k",2,2004-06-30,2004-12-31,2004-08-17,77.4%,View,7062
64,0.55,0.0,1.1776,"31,953k",222k,1,2004-03-31,2004-12-31,2004-05-19,0%,View,7062
65,3.02,5.0,1.1711,"36,204k","1,209k",4,2003-12-31,2003-12-31,2004-02-25,16.3%,View,7062
66,1.37,5.0,1.2526,"33,256k",548k,3,2003-09-30,2003-12-31,2003-11-18,5.4%,View,7062
67,1.78,0.0,1.277,"38,880k",713k,2,2003-06-30,2003-12-31,2003-08-19,19.6%,View,7062
68,0.56,0.0,1.2606,"29,797k",222k,1,2003-03-31,2003-12-31,2003-05-13,39.6%,View,7062
69,4.49,5.0,1.2562,"44,887k","1,795k",4,2002-12-31,2002-12-31,2003-02-25,5028.6%,View,7062
70,1.3,5.0,1.2141,"37,939k",520k,3,2002-09-30,2002-12-31,2002-11-12,133.5%,View,7062
0,1.73,0.0,1.0,"11,383k","1,870k",1,2020-03-31,2020-12-31,2020-06-01,339.7%,View,5167
1,1.41,1.0,1.0,"21,243k","1,526k",4,2019-12-31,2019-12-31,2020-02-26,53.8%,View,5167
2,2.1,0.0,0.99,"11,141k","2,265k",3,2019-09-30,2019-12-31,2019-11-18,16.5%,View,5167
3,0.03,0.0,0.97,"8,424k",28k,2,2019-06-30,2019-12-31,2019-08-26,98.4%,View,5167
4,-0.72,0.0,0.97,"7,890k",-780k,1,2019-03-31,2019-12-31,2019-05-27,34.5%,View,5167
5,3.06,2.0,0.98,"13,127k","3,303k",4,2018-12-31,2018-12-31,2019-02-25,127%,View,5167
6,2.51,0.0,0.95,"12,647k","2,713k",3,2018-09-30,2018-12-31,2018-11-19,134.9%,View,5167
7,1.59,0.0,0.91,"10,236k","1,721k",2,2018-06-30,2018-12-31,2018-08-20,74.5%,View,5167
8,-1.1,0.0,0.9,"4,925k","-1,191k",1,2018-03-31,2018-12-31,2018-05-21,138.2%,View,5167
9,1.01,0.0,0.93,"13,243k","1,093k",4,2017-12-31,2017-12-31,2018-02-27,57.2%,View,5167
10,1.07,0.0,0.94,"10,545k","1,155k",3,2017-09-30,2017-12-31,2017-11-20,57650%,View,5167
11,0.91,0.0,0.93,"12,007k",986k,2,2017-06-30,2017-12-31,2017-08-14,47%,View,5167
12,-0.46,0.0,0.92,"9,366k",-500k,1,2017-03-31,2017-12-31,2017-05-22,112.8%,View,5167
13,2.36,0.0,0.92,"14,247k","2,554k",4,2016-12-31,2016-12-31,2017-02-27,77.4%,View,5167
14,0.0,0.0,0.88,"9,715k",2k,3,2016-09-30,2016-12-31,2016-11-22,99.9%,View,5167
15,1.72,0.0,0.86,"9,438k","1,861k",2,2016-06-30,2016-12-31,2016-08-22,18.8%,View,5167
16,-0.22,0.0,0.87,"6,709k",-235k,1,2016-03-31,2016-12-31,2016-05-20,109.4%,View,5167
